transactions_id,transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
444,444,06/10/2022,07:06:00,51,Female,61,Clothing,3,30,15.9,90
547,547,14/11/2022,07:36:00,3,Male,63,Clothing,4,500,250,2000
705,705,30/09/2022,07:28:00,37,Male,60,Electronics,2,25,6.25,50
1198,1198,07/08/2022,10:43:00,147,Female,54,Beauty,3,300,159,900
1444,1444,29/04/2022,06:18:00,135,Female,61,Clothing,3,30,14.1,90
1547,1547,11/08/2022,06:39:00,142,Male,63,Clothing,4,500,235,2000
1705,1705,14/08/2022,08:32:00,94,Male,60,Electronics,2,25,8.75,50
423,423,18/07/2022,06:06:00,41,Female,27,Clothing,1,25,11.75,25
1423,1423,15/06/2022,07:56:00,131,Female,27,Clothing,1,25,11,25
248,248,02/07/2022,07:11:00,5,Male,26,Clothing,3,300,126,900
360,360,09/09/2022,09:04:00,26,Male,42,Clothing,4,25,10.5,100
377,377,13/09/2022,08:30:00,141,Female,46,Clothing,4,50,18,200
1248,1248,08/09/2022,08:20:00,68,Male,26,Clothing,3,300,111,900
1360,1360,18/06/2022,09:31:00,93,Male,42,Clothing,4,25,6.25,100
1377,1377,21/03/2022,07:52:00,71,Female,46,Clothing,4,50,14,200
397,397,26/10/2023,08:06:00,59,Female,30,Beauty,1,25,10.5,25
623,623,15/11/2023,10:00:00,39,Male,34,Clothing,3,50,26,150
1397,1397,01/01/2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25
1623,1623,05/03/2023,06:14:00,76,Male,34,Clothing,3,50,22,150
717,717,30/11/2023,08:15:00,8,Male,57,Clothing,1,500,190,500
1717,1717,12/01/2023,09:40:00,21,Male,57,Clothing,1,500,175,500
130,130,19/06/2023,06:21:00,114,Female,57,Clothing,1,500,125,500
658,658,30/10/2023,07:47:00,93,Male,59,Clothing,1,25,6.5,25
1130,1130,20/02/2023,09:03:00,28,Female,57,Clothing,1,500,180,500
1658,1658,10/04/2023,06:08:00,148,Male,59,Clothing,1,25,12.25,25
7,7,06/07/2023,06:24:00,38,Male,46,Clothing,2,25,13.25,50
119,119,01/09/2023,09:11:00,127,Female,60,Clothing,3,50,27.5,150
278,278,22/12/2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100
1007,1007,09/06/2023,10:09:00,15,Male,46,Clothing,2,25,11.5,50
1119,1119,19/11/2023,09:36:00,1,Female,60,Clothing,3,50,25.5,150
1278,1278,19/07/2023,06:19:00,28,Female,37,Clothing,4,25,6.75,100
117,117,04/08/2023,11:38:00,8,Male,19,Electronics,2,500,230,1000
1117,1117,11/09/2023,07:48:00,144,Male,19,Electronics,2,500,210,1000
442,442,30/06/2023,11:07:00,24,Female,60,Clothing,4,25,13.25,100
590,590,04/05/2023,11:52:00,151,Male,36,Clothing,3,300,135,900
607,607,05/05/2023,09:33:00,109,Male,54,Clothing,3,25,13.25,75
1442,1442,16/02/2023,11:02:00,96,Female,60,Clothing,4,25,11.25,100
1590,1590,10/08/2023,09:39:00,142,Male,36,Clothing,3,300,147,900
1607,1607,16/01/2023,10:18:00,53,Male,54,Clothing,3,25,7.75,75
436,436,22/10/2023,11:54:00,21,Female,57,Clothing,4,30,13.5,120
942,942,01/12/2023,09:22:00,35,Male,51,Clothing,3,500,160,1500
1436,1436,20/01/2023,11:29:00,1,Female,57,Clothing,4,30,9.9,120
1942,1942,16/09/2023,11:53:00,112,Male,51,Clothing,3,500,265,1500
659,659,09/06/2023,06:08:00,75,Female,39,Electronics,1,30,8.1,30
941,941,28/04/2023,09:58:00,39,Female,57,Clothing,2,25,6.5,50
1659,1659,27/07/2023,09:29:00,22,Female,39,Electronics,1,30,9,30
1941,1941,06/01/2023,06:14:00,48,Female,57,Clothing,2,25,12,50
136,136,26/12/2023,08:59:00,25,Male,44,Electronics,2,300,141,600
175,175,25/01/2023,10:02:00,23,Female,31,Electronics,4,25,12.5,100
663,663,16/08/2023,06:32:00,133,Male,23,Clothing,4,300,87,1200
748,748,01/03/2023,09:35:00,132,Male,25,Clothing,3,50,24,150
806,806,22/01/2023,08:08:00,14,Female,35,Beauty,3,300,165,900
1136,1136,02/07/2023,08:41:00,93,Male,44,Electronics,2,300,81,600
1175,1175,02/06/2023,06:38:00,103,Female,31,Electronics,4,25,11.5,100
1663,1663,07/12/2023,07:04:00,33,Male,23,Clothing,4,300,81,1200
1748,1748,02/03/2023,10:24:00,119,Male,25,Clothing,3,50,15.5,150
1806,1806,14/06/2023,10:13:00,61,Female,35,Beauty,3,300,102,900
38,38,25/02/2023,11:39:00,147,Male,38,Beauty,4,50,26,200
313,313,16/12/2023,10:03:00,11,Female,55,Beauty,3,500,140,1500
402,402,12/07/2023,08:45:00,63,Female,41,Clothing,2,300,135,600
459,459,23/05/2023,07:12:00,122,Male,28,Clothing,4,300,75,1200
1038,1038,30/12/2023,09:09:00,11,Male,38,Beauty,4,50,20.5,200
1313,1313,04/06/2023,09:22:00,10,Female,55,Beauty,3,500,170,1500
1402,1402,24/06/2023,06:47:00,110,Female,41,Clothing,2,300,156,600
1459,1459,10/11/2023,06:46:00,13,Male,28,Clothing,4,300,144,1200
161,161,01/07/2023,06:58:00,104,Male,64,Beauty,2,500,195,1000
328,328,29/10/2023,06:56:00,9,Male,39,Beauty,2,50,27,100
383,383,24/03/2023,08:53:00,64,Female,46,Beauty,3,30,7.8,90
973,973,03/09/2023,08:44:00,51,Male,60,Clothing,1,50,13,50
978,978,27/07/2023,09:58:00,16,Female,53,Clothing,3,50,19,150
1161,1161,29/06/2023,11:06:00,30,Male,64,Beauty,2,500,160,1000
1328,1328,10/12/2023,07:49:00,60,Male,39,Beauty,2,50,24.5,100
1383,1383,06/09/2023,09:13:00,68,Female,46,Beauty,3,30,14.1,90
1973,1973,19/08/2023,10:10:00,22,Male,60,Clothing,1,50,21.5,50
1978,1978,31/08/2023,11:59:00,41,Female,53,Clothing,3,50,15.5,150
33,33,24/12/2023,07:40:00,33,Female,50,Electronics,2,50,21,100
138,138,27/04/2023,10:56:00,127,Male,49,Clothing,4,50,26.5,200
471,471,08/03/2023,10:21:00,136,Male,32,Clothing,3,50,13,150
636,636,09/05/2023,06:15:00,60,Female,21,Beauty,3,500,230,1500
1033,1033,12/04/2023,06:52:00,32,Female,50,Electronics,2,50,19,100
1138,1138,16/10/2023,11:59:00,27,Male,49,Clothing,4,50,14.5,200
1471,1471,25/06/2023,10:34:00,30,Male,32,Clothing,3,50,13,150
1636,1636,22/07/2023,11:26:00,50,Female,21,Beauty,3,500,150,1500
177,177,24/03/2023,08:40:00,30,Male,45,Beauty,2,50,26.5,100
426,426,13/12/2023,08:11:00,137,Male,23,Electronics,3,50,12.5,150
1177,1177,20/02/2023,09:19:00,89,Male,45,Beauty,2,50,15,100
1426,1426,12/12/2023,11:32:00,114,Male,23,Electronics,3,50,25,150
76,76,09/09/2023,07:33:00,70,Female,22,Electronics,2,50,14.5,100
91,91,14/04/2023,06:31:00,152,Female,55,Electronics,1,500,235,500
461,461,18/07/2023,10:33:00,21,Female,18,Beauty,2,500,265,1000
764,764,07/11/2023,08:46:00,47,Female,40,Clothing,1,25,11.25,25
1076,1076,14/07/2023,11:09:00,99,Female,22,Electronics,2,50,15,100
1091,1091,15/07/2023,08:46:00,139,Female,55,Electronics,1,500,235,500
1461,1461,01/05/2023,08:43:00,63,Female,18,Beauty,2,500,180,1000
1764,1764,02/11/2023,11:04:00,13,Female,40,Clothing,1,25,11.75,25
202,202,25/01/2023,06:24:00,61,Female,34,Clothing,4,300,120,1200
301,301,30/07/2023,10:58:00,104,Male,30,Clothing,4,30,9.6,120
703,703,31/07/2023,09:56:00,140,Male,34,Electronics,2,50,18.5,100
1202,1202,13/11/2023,06:56:00,89,Female,34,Clothing,4,300,144,1200
1301,1301,24/09/2023,09:58:00,70,Male,30,Clothing,4,30,10.5,120
1703,1703,10/06/2023,08:36:00,2,Male,34,Electronics,2,50,17,100
294,294,09/10/2023,09:24:00,89,Female,23,Clothing,3,30,15.3,90
760,760,26/06/2023,07:59:00,14,Male,27,Beauty,1,500,125,500
1294,1294,24/01/2023,11:24:00,8,Female,23,Clothing,3,30,10.5,90
1760,1760,23/08/2023,07:26:00,44,Male,27,Beauty,1,500,230,500
575,575,12/12/2023,10:29:00,14,Male,60,Clothing,2,50,23,100
1575,1575,28/07/2023,11:54:00,26,Male,60,Clothing,2,50,22.5,100
88,88,16/02/2023,08:31:00,122,Male,56,Clothing,1,500,185,500
1088,1088,14/09/2023,07:00:00,6,Male,56,Clothing,1,500,155,500
975,975,09/01/2023,07:41:00,145,Female,56,Clothing,4,50,19.5,200
1975,1975,21/08/2023,10:48:00,63,Female,56,Clothing,4,50,25.5,200
553,553,20/03/2023,06:17:00,106,Male,24,Clothing,4,300,81,1200
1553,1553,29/01/2023,08:46:00,42,Male,24,Clothing,4,300,99,1200
462,462,26/08/2023,10:04:00,71,Male,63,Electronics,4,300,132,1200
614,614,13/02/2023,06:28:00,61,Female,39,Beauty,4,300,120,1200
808,808,22/11/2023,07:18:00,30,Male,33,Beauty,4,500,195,2000
1462,1462,13/11/2023,10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,1614,23/08/2023,11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,1808,12/02/2023,10:48:00,109,Male,33,Beauty,4,500,210,2000
166,166,28/01/2023,11:42:00,32,Male,34,Clothing,4,500,225,2000
465,465,22/02/2023,11:52:00,40,Female,43,Electronics,3,50,15.5,150
502,502,22/07/2023,11:00:00,31,Male,43,Electronics,3,50,22.5,150
905,905,01/10/2023,06:27:00,96,Male,58,Beauty,1,300,111,300
1166,1166,19/07/2023,07:45:00,65,Male,34,Clothing,4,500,245,2000
1465,1465,17/04/2023,09:36:00,131,Female,43,Electronics,3,50,26,150
1502,1502,08/04/2023,08:30:00,152,Male,43,Electronics,3,50,18,150
1905,1905,29/08/2023,06:07:00,26,Male,58,Beauty,1,300,102,300
280,280,17/11/2023,09:35:00,76,Female,37,Clothing,3,500,240,1500
719,719,02/07/2023,07:19:00,37,Female,42,Clothing,2,30,12,60
834,834,26/11/2023,06:55:00,13,Female,56,Beauty,2,30,14.7,60
1280,1280,24/08/2023,09:15:00,116,Female,37,Clothing,3,500,255,1500
1719,1719,28/12/2023,07:29:00,4,Female,42,Clothing,2,30,10.8,60
1834,1834,14/04/2023,06:53:00,102,Female,56,Beauty,2,30,12.9,60
891,891,09/01/2023,06:43:00,24,Male,41,Electronics,3,300,99,900
928,928,05/11/2023,10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,1891,22/12/2023,06:11:00,81,Male,41,Electronics,3,300,105,900
1928,1928,29/07/2023,06:39:00,93,Female,35,Clothing,4,300,75,1200
332,332,24/04/2023,11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,1332,04/12/2023,10:02:00,146,Male,58,Electronics,4,300,123,1200
255,255,15/10/2023,11:44:00,19,Male,48,Clothing,1,30,14.7,30
275,275,05/03/2023,11:34:00,2,Male,43,Clothing,2,500,260,1000
314,314,15/10/2023,07:37:00,1,Male,52,Clothing,4,30,7.8,120
517,517,20/08/2023,08:54:00,3,Female,47,Clothing,4,25,9.25,100
847,847,10/01/2023,08:42:00,2,Female,18,Electronics,4,300,162,1200
1255,1255,20/01/2023,07:08:00,4,Male,48,Clothing,1,30,7.8,30
1275,1275,02/03/2023,08:48:00,5,Male,43,Clothing,2,500,250,1000
1314,1314,23/05/2023,10:26:00,2,Male,52,Clothing,4,30,16.2,120
1517,1517,21/02/2023,08:46:00,2,Female,47,Clothing,4,25,6.75,100
1847,1847,28/07/2023,07:14:00,5,Female,18,Electronics,4,300,123,1200
61,61,07/07/2023,11:47:00,4,Male,21,Beauty,4,50,20,200
274,274,14/04/2023,07:12:00,4,Female,23,Clothing,2,500,150,1000
486,486,02/12/2023,09:47:00,4,Female,35,Electronics,1,25,6.5,25
548,548,14/04/2023,07:00:00,4,Female,51,Clothing,2,30,15.6,60
886,886,11/12/2023,11:25:00,4,Male,37,Electronics,3,300,165,900
892,892,13/09/2023,11:39:00,1,Male,20,Electronics,1,50,24,50
1061,1061,18/09/2023,07:56:00,3,Male,21,Beauty,4,50,12.5,200
1274,1274,06/10/2023,09:01:00,2,Female,23,Clothing,2,500,185,1000
1486,1486,22/11/2023,08:58:00,4,Female,35,Electronics,1,25,8.75,25
1548,1548,13/01/2023,08:15:00,1,Female,51,Clothing,2,30,12.6,60
1886,1886,26/07/2023,11:51:00,1,Male,37,Electronics,3,300,147,900
1892,1892,01/10/2023,07:22:00,3,Male,20,Electronics,1,50,23.5,50
601,601,05/06/2023,09:23:00,5,Male,19,Clothing,1,30,13.2,30
901,901,02/08/2023,06:38:00,2,Male,31,Electronics,1,30,12,30
1601,1601,14/09/2023,11:48:00,1,Male,19,Clothing,1,30,13.5,30
1901,1901,29/11/2023,11:05:00,4,Male,31,Electronics,1,30,8.4,30
527,527,21/04/2023,11:35:00,1,Male,57,Clothing,2,25,11.5,50
1527,1527,29/09/2023,08:30:00,1,Male,57,Clothing,2,25,11.75,50
23,23,28/09/2023,07:05:00,4,Female,35,Clothing,4,30,14.7,120
174,174,15/11/2023,06:07:00,2,Female,39,Beauty,1,300,126,300
589,589,08/07/2023,07:11:00,5,Female,36,Beauty,2,500,145,1000
774,774,06/11/2023,09:04:00,2,Female,40,Clothing,2,25,6.5,50
1000,1000,01/04/2023,10:22:00,1,Male,47,Electronics,4,30,8.4,120
1023,1023,23/05/2023,08:40:00,5,Female,35,Clothing,4,30,8.1,120
1174,1174,17/05/2023,06:55:00,2,Female,39,Beauty,1,300,132,300
1589,1589,01/07/2023,06:30:00,5,Female,36,Beauty,2,500,145,1000
1774,1774,09/03/2023,06:48:00,2,Female,40,Clothing,2,25,8,50
2000,2000,31/03/2023,06:38:00,4,Male,47,Electronics,4,30,10.8,120
210,210,07/10/2023,08:50:00,2,Male,37,Electronics,4,50,19,200
478,478,24/07/2023,11:13:00,3,Female,58,Clothing,2,30,8.1,60
745,745,14/08/2023,07:30:00,3,Male,54,Beauty,2,50,17,100
1210,1210,10/03/2023,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1478,1478,31/08/2023,09:18:00,1,Female,58,Clothing,2,30,13.5,60
1745,1745,28/09/2023,10:38:00,4,Male,54,Beauty,2,50,21,100
354,354,16/12/2023,07:58:00,5,Female,49,Beauty,4,50,24.5,200
408,408,22/12/2023,08:18:00,4,Female,64,Beauty,1,500,140,500
1354,1354,17/09/2023,09:34:00,5,Female,49,Beauty,4,50,26.5,200
1408,1408,28/08/2023,08:17:00,2,Female,64,Beauty,1,500,250,500
674,674,30/03/2023,11:10:00,2,Female,38,Clothing,1,300,84,300
1674,1674,22/11/2023,09:21:00,1,Female,38,Clothing,1,300,123,300
967,967,04/08/2023,10:13:00,4,Male,62,Beauty,1,25,13.25,25
1967,1967,23/02/2023,08:28:00,4,Male,62,Beauty,1,25,12.25,25
79,79,13/04/2023,10:15:00,1,Male,34,Beauty,1,300,96,300
406,406,01/04/2023,11:50:00,3,Female,22,Beauty,4,25,11,100
450,450,01/12/2023,06:35:00,2,Female,59,Beauty,2,25,11,50
562,562,09/11/2023,09:26:00,3,Male,54,Electronics,2,25,7.25,50
1079,1079,21/08/2023,06:45:00,1,Male,34,Beauty,1,300,117,300
1406,1406,22/06/2023,08:45:00,2,Female,22,Beauty,4,25,10,100
1450,1450,16/07/2023,08:52:00,1,Female,59,Beauty,2,25,10.25,50
1562,1562,26/11/2023,10:21:00,5,Male,54,Electronics,2,25,12.75,50
108,108,24/01/2023,09:38:00,5,Female,27,Beauty,3,25,13.5,75
111,111,15/04/2023,09:45:00,5,Female,34,Electronics,3,500,130,1500
207,207,06/08/2023,08:34:00,3,Female,42,Beauty,2,25,10.25,50
724,724,14/06/2023,06:56:00,3,Male,61,Clothing,3,50,20,150
836,836,21/06/2023,06:32:00,2,Female,22,Clothing,1,50,27.5,50
969,969,27/11/2023,11:47:00,2,Female,40,Clothing,3,300,84,900
1108,1108,08/07/2023,10:27:00,1,Female,27,Beauty,3,25,10,75
1111,1111,30/04/2023,21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,1207,30/06/2023,21:48:00,3,Female,42,Beauty,2,25,10,50
1724,1724,15/09/2023,20:53:00,4,Male,61,Clothing,3,50,17,150
1836,1836,13/02/2023,17:19:00,3,Female,22,Clothing,1,50,23.5,50
1969,1969,05/03/2023,19:34:00,4,Female,40,Clothing,3,300,126,900
246,246,07/12/2023,20:05:00,4,Female,48,Electronics,2,25,13.25,50
298,298,05/10/2023,19:05:00,3,Male,27,Beauty,4,300,84,1200
374,374,27/10/2023,17:45:00,4,Female,59,Beauty,3,25,7.75,75
572,572,13/12/2023,18:33:00,5,Male,31,Clothing,4,500,185,2000
665,665,03/10/2023,22:49:00,1,Male,57,Clothing,1,50,19,50
1246,1246,26/04/2023,22:54:00,3,Female,48,Electronics,2,25,11.5,50
1298,1298,02/05/2023,19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,1374,23/03/2023,22:03:00,3,Female,59,Beauty,3,25,8.25,75
1572,1572,18/06/2023,22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,1665,01/11/2023,19:38:00,4,Male,57,Clothing,1,50,14,50
39,39,11/07/2023,22:44:00,5,Male,23,Clothing,4,30,8.7,120
893,893,29/04/2023,18:52:00,1,Male,49,Electronics,1,50,17,50
1039,1039,03/12/2023,20:01:00,1,Male,23,Clothing,4,30,13.8,120
1893,1893,25/02/2023,17:04:00,3,Male,49,Electronics,1,50,22.5,50
17,17,25/02/2023,21:08:00,3,Female,27,Clothing,4,25,13,100
316,316,01/02/2023,17:25:00,3,Female,48,Clothing,2,25,13.75,50
755,755,27/11/2023,20:07:00,1,Female,58,Clothing,3,25,6.75,75
1017,1017,05/09/2023,18:41:00,2,Female,27,Clothing,4,25,12,100
1316,1316,21/07/2023,17:11:00,1,Female,48,Clothing,2,25,11.75,50
1755,1755,23/05/2023,21:47:00,2,Female,58,Clothing,3,25,8,75
28,28,11/12/2023,22:34:00,3,Female,43,Beauty,1,500,150,500
98,98,09/04/2023,19:41:00,1,Female,55,Beauty,2,50,19.5,100
129,129,17/04/2023,17:42:00,1,Female,21,Beauty,2,300,75,600
230,230,26/03/2023,17:44:00,5,Male,54,Beauty,1,25,12.5,25
613,613,08/05/2023,17:23:00,2,Female,52,Clothing,3,30,11.4,90
691,691,12/05/2023,21:09:00,5,Female,51,Clothing,3,30,14.7,90
693,693,08/06/2023,17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,1028,09/03/2023,18:09:00,1,Female,43,Beauty,1,500,250,500
1098,1098,06/07/2023,22:34:00,3,Female,55,Beauty,2,50,19.5,100
1129,1129,08/09/2023,21:46:00,1,Female,21,Beauty,2,300,156,600
1230,1230,04/12/2023,21:24:00,1,Male,54,Beauty,1,25,13.25,25
1613,1613,14/12/2023,21:58:00,4,Female,52,Clothing,3,30,9.9,90
1691,1691,07/01/2023,20:01:00,1,Female,51,Clothing,3,30,13.5,90
1693,1693,20/02/2023,18:21:00,1,Male,41,Beauty,3,500,130,1500
477,477,03/12/2023,17:24:00,3,Male,43,Clothing,4,30,16.2,120
863,863,12/11/2023,22:40:00,4,Female,30,Electronics,2,25,11.25,50
1477,1477,08/01/2023,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1863,1863,26/05/2023,22:33:00,4,Female,30,Electronics,2,25,10,50
6,6,15/11/2023,22:16:00,2,Female,45,Beauty,1,30,15,30
483,483,06/02/2023,17:25:00,2,Male,55,Clothing,1,30,8.4,30
738,738,05/02/2023,18:24:00,5,Male,41,Clothing,2,50,26,100
1006,1006,29/10/2023,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1483,1483,05/03/2023,19:53:00,1,Male,55,Clothing,1,30,8.7,30
1738,1738,12/11/2023,21:33:00,1,Male,41,Clothing,2,50,16,100
222,222,07/01/2023,18:56:00,4,Male,51,Clothing,4,30,10.5,120
588,588,18/10/2023,17:54:00,5,Male,38,Electronics,2,30,13.8,60
953,953,02/07/2023,17:58:00,1,Male,45,Beauty,3,30,12.6,90
1222,1222,17/09/2023,18:15:00,3,Male,51,Clothing,4,30,11.1,120
1588,1588,25/06/2023,21:29:00,4,Male,38,Electronics,2,30,13.2,60
1953,1953,15/05/2023,17:34:00,3,Male,45,Beauty,3,30,10.2,90
66,66,18/06/2023,22:49:00,3,Female,45,Electronics,1,30,9,30
482,482,12/08/2023,18:57:00,3,Female,28,Clothing,4,300,141,1200
903,903,27/07/2023,22:14:00,3,Female,51,Beauty,4,50,14,200
1066,1066,06/10/2023,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1482,1482,10/02/2023,22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,1903,27/07/2023,21:44:00,5,Female,51,Beauty,4,50,19,200
102,102,17/04/2023,21:34:00,5,Female,47,Beauty,2,25,7.25,50
228,228,03/04/2023,20:26:00,4,Female,59,Electronics,2,30,10.8,60
236,236,01/04/2023,22:18:00,5,Female,54,Clothing,1,25,6.5,25
1102,1102,21/08/2023,18:04:00,5,Female,47,Beauty,2,25,6.5,50
1228,1228,24/06/2023,21:37:00,5,Female,59,Electronics,2,30,11.4,60
1236,1236,09/08/2023,18:19:00,4,Female,54,Clothing,1,25,8.75,25
660,660,29/07/2023,18:46:00,2,Female,38,Beauty,2,500,270,1000
884,884,18/02/2023,20:31:00,1,Female,26,Clothing,2,30,7.5,60
987,987,08/11/2023,18:45:00,1,Female,30,Clothing,3,300,165,900
1660,1660,23/09/2023,20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,1884,09/07/2023,21:45:00,2,Female,26,Clothing,2,30,11.4,60
1987,1987,26/05/2023,18:18:00,2,Female,30,Clothing,3,300,129,900
18,18,06/09/2023,19:13:00,5,Female,47,Electronics,2,25,12.5,50
69,69,14/11/2023,22:44:00,1,Female,56,Beauty,3,25,8.5,75
995,995,04/03/2023,22:38:00,4,Female,41,Clothing,1,30,9.9,30
1018,1018,06/07/2023,19:13:00,4,Female,47,Electronics,2,25,13,50
1069,1069,13/10/2023,19:05:00,2,Female,56,Beauty,3,25,6.75,75
1995,1995,10/12/2023,22:18:00,5,Female,41,Clothing,1,30,14.7,30
337,337,22/08/2023,17:56:00,1,Male,38,Clothing,1,500,275,500
585,585,06/06/2023,21:49:00,3,Female,24,Clothing,1,25,13.75,25
652,652,31/10/2023,17:05:00,4,Female,34,Beauty,2,50,20.5,100
1337,1337,21/07/2023,19:56:00,2,Male,38,Clothing,1,500,225,500
1585,1585,05/10/2023,20:00:00,2,Female,24,Clothing,1,25,7.25,25
1652,1652,16/11/2023,20:00:00,2,Female,34,Beauty,2,50,20.5,100
242,242,01/10/2023,18:28:00,1,Male,21,Clothing,1,25,8,25
293,293,27/05/2023,19:04:00,4,Male,50,Electronics,3,30,9.6,90
460,460,01/05/2023,23:00:00,2,Male,40,Beauty,1,50,19,50
1242,1242,27/11/2023,18:32:00,5,Male,21,Clothing,1,25,11.25,25
1293,1293,01/07/2023,18:52:00,3,Male,50,Electronics,3,30,14.1,90
1460,1460,25/01/2023,19:42:00,4,Male,40,Beauty,1,50,22,50
188,188,31/08/2023,18:50:00,3,Male,40,Clothing,3,25,8.5,75
357,357,18/05/2023,18:57:00,4,Female,40,Electronics,3,25,7.5,75
646,646,26/05/2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90
749,749,26/07/2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30
974,974,28/12/2023,18:39:00,3,Male,47,Beauty,1,30,11.7,30
1188,1188,04/06/2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1357,1357,20/03/2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1646,1646,18/01/2023,19:43:00,1,Male,38,Clothing,3,30,15.6,90
1749,1749,07/05/2023,19:55:00,2,Male,42,Beauty,1,30,9,30
1974,1974,19/02/2023,20:20:00,3,Male,47,Beauty,1,30,12.9,30
190,190,25/01/2023,17:56:00,2,Female,60,Beauty,3,30,10.5,90
849,849,25/06/2023,19:33:00,5,Male,32,Clothing,2,25,12.5,50
853,853,14/05/2023,22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,1190,29/09/2023,21:00:00,4,Female,60,Beauty,3,30,10.8,90
1849,1849,21/07/2023,22:42:00,1,Male,32,Clothing,2,25,12,50
1853,1853,29/05/2023,18:39:00,2,Male,21,Beauty,2,500,190,1000
252,252,05/05/2023,17:37:00,1,Male,54,Electronics,1,300,84,300
606,606,13/06/2023,20:19:00,2,Male,22,Electronics,1,50,19.5,50
779,779,15/05/2023,19:19:00,3,Female,56,Electronics,2,500,155,1000
824,824,25/02/2023,19:10:00,3,Male,63,Clothing,4,30,9.3,120
866,866,06/07/2023,18:16:00,4,Male,24,Electronics,1,50,22.5,50
1252,1252,30/12/2023,20:18:00,5,Male,54,Electronics,1,300,117,300
1606,1606,19/10/2023,19:52:00,2,Male,22,Electronics,1,50,26.5,50
1779,1779,02/01/2023,19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,1824,24/01/2023,20:19:00,4,Male,63,Clothing,4,30,12.6,120
1866,1866,17/08/2023,22:38:00,5,Male,24,Electronics,1,50,20,50
5,5,05/09/2023,22:10:00,3,Male,30,Beauty,2,50,24,100
90,90,10/09/2023,17:53:00,3,Female,51,Electronics,1,30,13.5,30
380,380,30/08/2023,22:26:00,2,Male,56,Electronics,2,300,102,600
593,593,18/01/2023,22:05:00,2,Male,35,Electronics,2,30,13.2,60
820,820,17/02/2023,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,1005,12/08/2023,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1090,1090,18/02/2023,19:54:00,4,Female,51,Electronics,1,30,7.5,30
1380,1380,09/02/2023,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,1593,24/02/2023,22:39:00,5,Male,35,Electronics,2,30,14.4,60
1820,1820,13/05/2023,21:31:00,1,Male,49,Electronics,4,50,22,200
120,120,31/03/2023,19:35:00,4,Male,60,Beauty,1,50,12.5,50
221,221,27/11/2023,21:01:00,3,Male,39,Beauty,2,300,111,600
341,341,20/01/2023,17:06:00,5,Male,31,Clothing,4,50,18.5,200
640,640,25/12/2023,20:05:00,3,Female,51,Electronics,4,30,12.6,120
744,744,23/05/2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25
1120,1120,02/03/2023,19:32:00,4,Male,60,Beauty,1,50,26.5,50
1221,1221,14/09/2023,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,1341,30/01/2023,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,1640,10/06/2023,19:44:00,5,Female,51,Electronics,4,30,14.1,120
1744,1744,07/07/2023,21:49:00,4,Male,40,Electronics,1,25,8.75,25
273,273,26/09/2023,20:24:00,1,Female,22,Beauty,1,50,14.5,50
283,283,01/06/2023,20:08:00,3,Female,18,Electronics,1,500,165,500
452,452,30/01/2023,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,469,21/03/2023,19:24:00,4,Male,18,Beauty,3,25,8.75,75
620,620,06/11/2023,20:59:00,4,Male,63,Electronics,3,25,7,75
946,946,08/08/2023,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,1273,20/06/2023,20:39:00,1,Female,22,Beauty,1,50,25.5,50
1283,1283,14/10/2023,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,1452,06/08/2023,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,1469,08/12/2023,17:22:00,3,Male,18,Beauty,3,25,12.5,75
1620,1620,03/02/2023,22:48:00,5,Male,63,Electronics,3,25,7.75,75
1946,1946,27/07/2023,20:48:00,5,Male,62,Electronics,4,500,165,2000
